fk_financial_year,month,pk_porg,pk_account,pension_type_desc,amt_debit
201819,12,31011,10019800,Social Security,0
202021,12,96948,30095710,Social Security,0
202021,12,14553,10014452,Social Security,208.63
201718,12,85128,30035686,Veteran,0
202223,12,87892,30038473,Health Card,185.93
202122,12,139301,30099686,Health Card,0
202223,12,74958,30018242,Social Security,0
202021,12,117619,30095667,Social Security,0
202021,12,140323,30037023,Social Security,191.05
201920,12,27972,30065001,Social Security,3.57
202021,12,148586,30101769,Health Card,40.57
202223,12,121058,30079339,Social Security,0
202425,12,92871,10005541,Social Security,0
201819,12,85844,30067811,Social Security,0
201819,12,15116,30047019,Veteran,4.79
202021,12,146584,30094189,Health Card,0
201718,12,117381,30062818,Social Security,0
202122,12,147035,30096988,Social Security,171.35
202425,12,167320,30119064,Social Security,0
202425,12,147651,10022017,Social Security,0
202425,12,5877,30059295,Social Security,0
201718,12,114272,30081071,Health Card,0
201920,12,144988,30097669,Social Security,0
202223,12,27604,30002604,Social Security,0
202324,12,156304,10001128,Social Security,0
202122,12,18410,10018309,Social Security,146.64
202223,12,155969,30035576,Health Card,0
202122,12,32295,10005549,Social Security,0
202425,12,5118,30048603,Social Security,219.57
202223,12,102828,10017125,Health Card,0
202122,12,55324,30074941,Social Security,0
202425,12,102658,10018380,Social Security,47.29
202021,12,6411,10004269,Social Security,588.05
201718,12,136671,30083473,Health Card,32.7
202223,12,140088,30086907,Social Security,0
202223,12,83560,30032755,Social Security,202.1
202324,12,135414,30110764,Social Security,19.92
201819,12,138258,30085629,Health Card,0
202223,12,156549,30058770,Health Card,0
201718,12,109672,30068162,Social Security,0
201920,12,141383,30095806,Social Security,0
201819,12,21451,10021350,Social Security,167.73
202021,12,82440,30035330,Social Security,441.4
202324,12,18251,10018150,Social Security,0
202324,12,96916,30085837,Health Card,1058.2
202425,12,73604,30083280,Social Security,3.37
201920,12,129046,30016709,Social Security,0
202122,12,74716,30024425,Health Card,0
202223,12,135835,30077677,Veteran,166.31
201718,12,128357,30036578,Social Security,0
201718,12,80003,30039213,NULL,46.8
201920,12,89503,30040085,Social Security,0
202122,12,138013,30068704,Social Security,0
202223,12,19813,10019712,Social Security,0
202021,12,84812,30077257,Social Security,1.07
202021,12,110182,30088188,Social Security,96.54
202122,12,71954,30079724,Social Security,1469.63
202425,12,84188,30034656,Social Security,0
201819,12,138881,30025431,Social Security,20.8
202021,12,60008,30018280,Social Security,0
201920,12,32123,10000302,Social Security,177.63
201718,12,39329,10020811,Social Security,0
202425,12,25050,30000050,Social Security,0
202021,12,126868,30087038,Social Security,4.88
202223,12,109427,10013291,Health Card,169.23
202425,12,65384,30023452,Social Security,0
201718,12,11932,30050794,Social Security,265.02
201718,12,111931,30058041,Social Security,2230.4
201819,12,141556,10010494,Social Security,0
201819,12,87450,30038029,Social Security,212.75
201920,12,88867,30039449,Social Security,52.43
202021,12,127182,30037704,Social Security,572.12
201718,12,105970,30037057,Health Card,24.56
202021,12,145027,30092584,Health Card,0
202122,12,125161,30035554,Health Card,157.49
201718,12,29205,30084652,Social Security,0
201718,12,10045,10009944,Social Security,0
201920,12,88009,30038590,Social Security,187.69
202324,12,27683,30115841,Social Security,0
201718,12,44864,30074709,Social Security,23.75
201718,12,18654,10014287,NULL,159.88
202021,12,52324,10000190,Social Security,0
201819,12,102890,30078754,Social Security,0
202324,12,162001,30035546,Social Security,19.33
202324,12,148347,30096852,Social Security,30.44
201920,12,132881,10003562,Health Card,0
202122,12,25267,30000267,Social Security,0
202324,12,137109,30102964,Social Security,129.41
202122,12,94243,30079959,Health Card,17.57
202425,12,71638,30028168,Social Security,0
202122,12,89395,30052082,Social Security,162.92
202223,12,114411,30111583,Social Security,0
202223,12,89719,30040301,Social Security,0
201819,12,33028,30012461,Social Security,0.34
202021,12,138975,30036047,Health Card,0
202122,12,30475,30050793,Social Security,158.4
202223,12,159633,30109066,Social Security,6.66
202324,12,87809,30038388,Health Card,203.93
201920,12,96536,30038718,Health Card,553.73
202122,12,96969,30104375,Social Security,29.58
202425,12,44219,30116937,Health Card,72.82
201718,12,63183,10018330,Social Security,203.7
202122,12,49821,30085457,Social Security,0
202122,12,108503,30088090,Social Security,0
201920,12,83470,30033890,Social Security,0
202223,12,109392,30057281,Social Security,431.7
202324,12,137241,10021622,Social Security,0
202425,12,86314,30036881,Social Security,70.79
202122,12,88180,30038762,Social Security,0
202324,12,46264,10002382,Social Security,0
202425,12,86557,30037130,Social Security,243.62
202122,12,28071,30075271,Social Security,0
202122,12,146131,30028023,Social Security,0
202223,12,83053,30033447,Social Security,0
202223,12,156777,30034600,Social Security,161.93
201819,12,143038,30090081,Health Card,0
202223,12,4596,10004495,Social Security,247.15
202223,12,26538,30068303,Social Security,0
201718,12,112910,10006459,Social Security,0
202425,12,164358,30115201,Social Security,29.86
201920,12,88392,30041342,NULL,2.29
201718,12,47017,30055372,Social Security,0
201819,12,113829,30083446,Social Security,0
202223,12,81059,30031368,Social Security,0
202425,12,9260,10009159,Veteran,184.47
202122,12,54606,30059652,Social Security,0
202425,12,32496,10001089,Health Card,0
201718,12,130209,30036852,Social Security,0
202324,12,146582,30094198,Social Security,0
202425,12,148615,30100667,Health Card,99.44
202021,12,115599,30093939,Social Security,13.19
202425,12,85353,30035911,NULL,178.14
201920,12,619,10000518,Health Card,0
201819,12,100107,30029899,Social Security,0
201920,12,137771,30095605,Health Card,0
201718,12,135621,30082387,Social Security,0
202223,12,103045,30053931,Social Security,0
201819,12,49638,10016209,Social Security,22.06
202021,12,136183,30095593,Health Card,453.77
202021,12,74135,30062104,Health Card,0
202223,12,110614,30084050,Social Security,0
201819,12,26285,30001285,Social Security,8.67
201819,12,127889,30074278,Social Security,19.43
201819,12,112015,30066515,Health Card,632.53
201920,12,112988,30030134,Social Security,0
202324,12,85308,30035866,Social Security,13.11
202223,12,97998,30108259,Health Card,0
202324,12,117132,30037382,Health Card,102.79
202223,12,27432,30093440,Social Security,0
202425,12,45513,10018956,Social Security,0
202425,12,91357,30040048,Social Security,18.65
201819,12,22058,10021957,Social Security,0
202021,12,85536,30036102,Social Security,146.13
202425,12,44213,30083105,Health Card,0
202425,12,152071,30100782,Health Card,14.09
202425,12,64770,30022743,Social Security,180.87
202324,12,73763,30094926,Social Security,52.62
202122,12,100156,30096785,Social Security,0
201718,12,32364,30072251,Social Security,0
202425,12,51222,30095783,Social Security,68.4
201718,12,46629,30084573,Social Security,39.85
202425,12,3998,10007946,Social Security,0
202425,12,120283,30011629,Social Security,0
202021,12,140694,30023524,Social Security,241.68
202122,12,139690,30034908,Social Security,0
202324,12,141304,10017416,Social Security,18.59
201920,12,33066,10002406,Social Security,0
201920,12,41347,10002065,Health Card,156.73
202122,12,124775,10015819,Social Security,0
202425,12,114785,30037136,Social Security,214.1
201819,12,2117,30014631,Social Security,0
202425,12,25731,30000731,Health Card,0
201920,12,25564,30000564,Social Security,0
201920,12,32078,30085482,Social Security,0
202122,12,108145,30037349,Social Security,0
202425,12,71257,30111665,Social Security,0
202021,12,110530,30064725,Social Security,170.3
202021,12,135451,30026195,Social Security,181.73
202122,12,144998,30035750,Social Security,0
202324,12,102325,30078752,Health Card,23.71
202021,12,29146,30057735,Social Security,0
202223,12,1005,10000904,Health Card,0
202324,12,140088,30086907,Social Security,1.92
201819,12,89561,30040143,Social Security,0
202324,12,120671,30082277,Social Security,0
202425,12,115599,30093939,Social Security,0
202425,12,76635,30023932,Social Security,0
201718,12,93791,30086922,Social Security,61.97
201718,12,69589,30018655,Social Security,0
201819,12,114781,30060631,Health Card,0
202324,12,128171,30039390,Social Security,41.61
202223,12,104048,30051242,Social Security,4.42
202223,12,88506,30039088,Social Security,0
202425,12,121729,30087952,Social Security,0
202021,12,126849,30084276,Health Card,0
202223,12,26042,30001042,Social Security,0
201718,12,19251,10019150,Social Security,0
201920,12,34297,10005326,Health Card,0
201920,12,122902,30094377,Health Card,0
201920,12,127013,30038643,Social Security,235.89
202122,12,153524,30026193,Social Security,0
202425,12,22178,10022077,Social Security,0
201920,12,30322,30081311,Social Security,0
201920,12,25973,30000973,Social Security,0
202324,12,98337,30038355,Health Card,0
201718,12,89454,30040036,Social Security,0
202425,12,148788,10018864,Health Card,40.1
201920,12,144679,30033909,Social Security,0
202122,12,125566,10017789,Social Security,0
202223,12,33479,10003326,Veteran,0
202223,12,69805,30022283,Health Card,0
201819,12,87651,30038230,Social Security,183.07
202122,12,120015,30089988,Social Security,0
202223,12,115746,30100522,Social Security,0
201819,12,25063,10021470,Social Security,238.03
202122,12,74936,30024555,Health Card,0
202223,12,137679,30097732,Health Card,0
202425,12,34955,30010537,Social Security,0
201819,12,109392,30057281,Social Security,0
202122,12,143627,10006361,Social Security,0
201819,12,122260,30068143,Social Security,0
201718,12,61396,30018957,Social Security,0
202223,12,84138,30034604,Health Card,0
201920,12,27627,30051801,Social Security,0
202021,12,136869,10011840,Health Card,183.16
202021,12,16890,10016789,Social Security,0
202425,12,98385,30037425,Social Security,0
201718,12,13323,10013222,NULL,1268.98
201718,12,88142,30038723,Social Security,82.29
202122,12,130246,30076706,Social Security,0
202223,12,108498,10011164,Health Card,161.89
201718,12,27759,30002759,Health Card,0
201718,12,139730,30089220,Social Security,0
201819,12,27315,30002315,Social Security,0
202425,12,83187,30035253,Health Card,175.58
201819,12,91691,30026259,Social Security,0
202223,12,124125,10009956,Social Security,0
201718,12,115959,30061729,Health Card,0
201718,12,135877,30082749,Social Security,0
202425,12,11776,10011676,NULL,211.05
201920,12,52515,30070491,Social Security,0
202425,12,71983,30018938,Social Security,0
201718,12,98931,30046742,Health Card,146.16
202021,12,131444,30096907,Social Security,0
202425,12,150236,30033391,Social Security,333.99
202425,12,158270,30038186,Social Security,0
202223,12,158987,30097561,Social Security,68.87
201718,12,52451,30075499,Social Security,0
202021,12,152742,30032540,Social Security,0
202021,12,91195,30034980,Social Security,147.63
202223,12,42305,10000306,Social Security,0
201819,12,108600,10006467,Health Card,0
202324,12,90696,30036831,Health Card,0
202425,12,141678,30111471,Social Security,0
201718,12,97271,30039339,Social Security,82.56
202223,12,93253,30107235,Social Security,0
202425,12,111668,30116565,Social Security,0
201718,12,55340,30087355,Health Card,0
201718,12,105432,30038671,Social Security,228.22
201920,12,74079,30021838,Health Card,0
202021,12,106633,30053731,Health Card,0
202425,12,83318,30033722,Social Security,196.27
202324,12,15930,10015596,Social Security,477.91
202425,12,121530,30101836,Health Card,13.5
202425,12,134485,30081197,Social Security,248.17
202324,12,13361,10013260,Social Security,30822.26
201718,12,90783,30037335,Social Security,0
202324,12,81059,30031368,Social Security,0
201920,12,110706,30019157,Health Card,191.42
201819,12,69866,30023217,Social Security,0
201920,12,84162,30034629,Health Card,0
202425,12,142646,30036871,Social Security,10.74
202021,12,90235,30037464,NULL,192.01
202425,12,88402,30038984,Social Security,91.9
201718,12,110727,30022829,Social Security,0
202021,12,143779,30039392,Social Security,33.01
202223,12,70041,30071964,Social Security,0
202425,12,130363,30018342,Health Card,0
202122,12,76657,10012011,Health Card,0
202223,12,76650,30070069,Health Card,557.71
202324,12,149023,30097036,Social Security,18.42
202425,12,27098,30097168,Social Security,102.76
202324,12,119178,30087788,Social Security,135.42
201819,12,19214,10019113,Social Security,0
201920,12,15513,30004721,Social Security,0
201718,12,94261,30082681,Social Security,0
201920,12,106697,30036366,Social Security,22.75
201920,12,133685,30080529,Social Security,0
201718,12,25377,30000377,Social Security,0
201819,12,89570,30070971,Social Security,3.03
202425,12,44295,30005372,Social Security,21.92
202122,12,129206,30094855,Health Card,66.13
202425,12,29100,30101015,Health Card,0
202122,12,33548,30041238,Social Security,0
201920,12,19813,10019712,Social Security,0
202122,12,38226,10015092,Health Card,49.79
202223,12,60804,30018269,Social Security,0
201819,12,3807,10003706,Social Security,0
202021,12,73052,30064640,Social Security,9.17
202223,12,148187,30108075,Health Card,212.01
202324,12,86740,30037315,Social Security,159.23
201718,12,25611,30071900,Social Security,0
201718,12,63898,30021731,Health Card,0
201819,12,137439,30084269,Social Security,0
202425,12,93441,30073896,Social Security,10.96
201819,12,131220,30090078,Health Card,0
201718,12,88451,30039033,Health Card,0
201819,12,54218,10008534,Health Card,204.81
202425,12,140314,30038219,Health Card,222.85
202122,12,89584,30032257,Health Card,364.23
201819,12,112631,30043022,Social Security,0
202122,12,66852,30025394,Social Security,139.21
202324,12,144892,10016964,Social Security,0
201718,12,3968,10003867,Social Security,0
201718,12,116612,30072166,Social Security,0
201920,12,27494,30092245,Social Security,0
202425,12,104336,30119212,Health Card,7.58
202122,12,147853,30105906,Health Card,0
202324,12,38841,10007660,Social Security,195.36
201718,12,97837,30081108,Social Security,0
202122,12,146650,30099253,Health Card,11.55
202425,12,70291,30028659,Health Card,0
202122,12,130864,30037154,Social Security,0
201718,12,128322,30074982,Health Card,0
201718,12,86739,30037314,Social Security,190.82
201920,12,74235,30029451,Social Security,0
202223,12,112732,30029856,Social Security,0
202122,12,69865,30026837,Health Card,0
201819,12,39242,10020353,Social Security,215.45
202223,12,141454,30039001,Social Security,0
201718,12,100389,30038896,Social Security,0
202223,12,45193,30041010,Social Security,0
201920,12,124120,30036963,Social Security,210.82
201920,12,94558,30038895,Health Card,43.41
201819,12,135699,30037038,Social Security,191.98
201718,12,103045,30053931,Social Security,0
202324,12,34607,30100956,Social Security,0
201819,12,86203,30036770,Social Security,109.11
202223,12,111259,30103961,Health Card,0
202122,12,52977,10001774,Health Card,0
201718,12,49977,30048204,Social Security,0
202223,12,87943,30038524,Social Security,238.99
201920,12,39557,10014229,Social Security,2.01
202021,12,147131,30094757,Social Security,85.68
202122,12,87459,30038038,Health Card,183.89
202425,12,65013,30022987,Health Card,0
201819,12,26422,30055725,Health Card,13.79
201819,12,13284,10013183,Social Security,176.31
202425,12,138249,30034570,Social Security,0
202021,12,134254,30092080,Health Card,0
201718,12,28078,30003078,Health Card,97.06
202425,12,34077,30014459,Health Card,239.74
201819,12,84419,30034894,Social Security,82.25
201819,12,70230,30025513,Health Card,0
201718,12,86851,30037430,Social Security,208.18
201920,12,113952,30064819,Social Security,249.16
202223,12,139449,30086392,Social Security,122.6
202223,12,28601,10022474,Social Security,226.6
202425,12,50577,10010516,Health Card,0
201819,12,124319,30072645,Social Security,0
201819,12,55706,30011750,Social Security,178.3
201819,12,63510,30021781,Health Card,0
202324,12,133066,30028249,Social Security,0
201718,12,97397,10002324,Health Card,0
201920,12,75769,30025409,Social Security,19.52
201920,12,148615,30096571,Health Card,0
201718,12,28122,30003122,Social Security,0
201920,12,54626,10012945,Health Card,219.68
202425,12,88392,30036954,NULL,242.66
202122,12,46605,30007070,Social Security,0
202223,12,133712,30080546,Social Security,0
202324,12,107161,30054091,Health Card,49.11
202122,12,105925,30056364,Health Card,173.57
202122,12,142886,30070939,Social Security,0
201819,12,26283,30077390,Social Security,0
201920,12,129242,30039273,Social Security,61.2
202021,12,90755,30054526,Health Card,0
201819,12,144544,30092008,Social Security,12.92
201718,12,101770,30087508,Social Security,0
202324,12,133206,30035136,Social Security,0
202425,12,150073,30004506,Social Security,0
202425,12,123104,30040067,Social Security,0
201718,12,43009,30084974,Health Card,141.17
202122,12,103695,30050925,Health Card,0
202223,12,37815,10009172,Social Security,0
202122,12,131201,30037791,Social Security,66.42
202425,12,106222,30017212,Health Card,0
201718,12,86610,30037185,Social Security,179.37
202425,12,26533,30101113,Health Card,0
202122,12,806,10000705,Social Security,0
202122,12,17090,10016989,Social Security,0
202223,12,120015,30089988,Social Security,0
202425,12,87671,30038250,Social Security,135.6
202122,12,119157,30038686,Social Security,165.65
201920,12,69621,30019181,Social Security,0
201920,12,136019,30039053,Health Card,51.96
202223,12,108779,30083519,Health Card,0
202122,12,137516,30102826,Health Card,98.26
202223,12,70198,30075137,Social Security,0
201819,12,135369,30082175,Social Security,0
202223,12,53591,30015218,Social Security,0
201718,12,101253,10018036,Social Security,200.75
201920,12,135909,30084528,Social Security,0
202122,12,51058,10013683,NULL,0
202425,12,8337,30008466,Health Card,0
201718,12,105100,30036431,Health Card,0
202021,12,130794,30077244,Social Security,0
202223,12,49321,30041497,Social Security,0
202425,12,111186,30035077,Social Security,100
202122,12,148627,30098434,Social Security,189.08
202223,12,134797,30091256,Social Security,0
202122,12,55285,30099342,Social Security,322.02
202425,12,4798,10004697,Health Card,0
201819,12,70037,30023061,Health Card,0
202324,12,96101,10014045,Social Security,0
202425,12,134339,30034926,Social Security,192.15
201819,12,26471,30045923,Social Security,0
202223,12,6695,10006594,Social Security,2.25
202425,12,135276,30082074,Social Security,7.1
201718,12,54369,10018851,Social Security,0
201718,12,109543,30022383,Social Security,91.9
201920,12,146744,30036473,Health Card,14
202223,12,154524,30103565,Health Card,0
202425,12,91484,30036196,Social Security,27.07
201920,12,129939,30096106,Social Security,1.98
202021,12,128877,30092115,Social Security,403.3
202223,12,44518,30012786,Social Security,0
202122,12,151200,30099602,Social Security,64.33
202122,12,88506,30039088,Social Security,105.63
202324,12,47068,30069383,Social Security,225.52
201718,12,104742,30036507,Health Card,16.3
202122,12,106404,30041911,Social Security,0
202324,12,150917,30115457,Social Security,0
202021,12,149463,30032771,Social Security,0
202425,12,53508,10011691,Veteran,198.2
202425,12,96006,30103972,Social Security,0
201718,12,70310,30022860,Social Security,0
202223,12,160400,30110019,Social Security,0
202425,12,136124,30119180,Health Card,19.5
202425,12,145897,30018122,Social Security,0
202021,12,85190,30035748,NULL,119.91
202223,12,27289,30002289,Social Security,0
202324,12,1264,10001163,Social Security,0
201819,12,111931,30058041,Social Security,2045.5
202122,12,67894,30026772,Health Card,0
202324,12,133794,30036376,Social Security,12.72
202021,12,49989,30011587,Social Security,0
202223,12,145934,30025677,Social Security,0
202324,12,111326,10013200,Social Security,0
202122,12,141931,30106575,Health Card,0.09
202425,12,141493,10015269,Social Security,0
201718,12,840,10000738,Social Security,0
201718,12,89481,30040063,Social Security,0
202122,12,147673,30097261,Health Card,1165.31
201819,12,140209,30089265,Social Security,30.93
201819,12,54832,10018872,Social Security,142.67
202122,12,67769,30026629,Social Security,0
202425,12,166930,30038705,Social Security,214.11
202324,12,71259,30027539,Health Card,0
202425,12,146250,30093950,Social Security,0
201920,12,138803,30085661,Social Security,0
202223,12,85981,30036548,NULL,119.68
201718,12,106576,30082204,Social Security,125.24
201920,12,81936,30018913,Health Card,0
202425,12,7236,10007135,Veteran,195.96
202021,12,128773,10013986,Social Security,0
201920,12,137693,10020457,Health Card,170.8
202021,12,147766,30097648,Health Card,56.86
202223,12,153136,30033813,Veteran,211
202021,12,69970,30064546,Social Security,0
201819,12,135506,10013034,Social Security,133.92
202021,12,123246,10010665,Social Security,152.59
202425,12,166571,30037454,Social Security,0
201819,12,21409,10021308,Health Card,0
201920,12,39668,10021646,Social Security,0
201718,12,140731,30087568,Health Card,327.27
201718,12,87563,30038047,NULL,354.52
202425,12,141387,30118226,Social Security,0
202223,12,150382,30038286,Health Card,0
202324,12,27467,30002467,Social Security,0
202324,12,46091,30007411,Social Security,0
201718,12,133884,30084502,Social Security,0
201718,12,130084,30036948,Health Card,253.72
202021,12,34780,30093132,Social Security,0
201920,12,88327,30038909,Social Security,0
202122,12,137111,30097252,Social Security,812.19
202122,12,139491,30086443,Social Security,109.83
202223,12,124589,30095551,Social Security,80.08
201718,12,87856,30038435,Social Security,0
201920,12,80003,30036573,NULL,0
202021,12,25611,30071900,Social Security,0
202324,12,1795,10001694,Social Security,0
202122,12,86163,30036730,NULL,103.82
201718,12,124688,30080286,Health Card,0
201920,12,76633,30071856,Health Card,4.85
202021,12,151004,30099359,Health Card,0
202122,12,139006,30103662,Health Card,113.4
201819,12,75203,30084560,Health Card,0
201920,12,10569,10010468,Social Security,93.96
201819,12,20929,10020828,Health Card,0
202324,12,88945,30073297,Social Security,33.11
202425,12,70162,30027394,Health Card,0
201920,12,20788,10020687,Social Security,0
201718,12,130625,30077289,Social Security,0
202324,12,112745,30006785,Social Security,200.61
202223,12,89191,30104333,Social Security,84.37
202425,12,145750,10009702,Health Card,324.48
201718,12,34229,10005086,Social Security,0
202425,12,111378,30037232,Social Security,228.32
201920,12,37706,10012830,Social Security,0
201920,12,83628,30034067,Social Security,0
202122,12,151985,30031571,Social Security,337.35
202425,12,163759,30037608,Social Security,35.76
201819,12,48411,30006181,Health Card,204.81
202122,12,26762,30056773,Health Card,4.02
202223,12,8303,30076268,Social Security,0
202223,12,128598,30075089,Social Security,0
202324,12,103554,30088121,Social Security,0
202425,12,161919,30111820,Social Security,0
202425,12,32053,30105102,Social Security,0
201819,12,101465,30048357,Social Security,0
201718,12,46851,10011958,Social Security,165.23
201920,12,88702,30036046,Social Security,131.28
202425,12,146924,30094519,Social Security,0
202021,12,102457,30062692,Health Card,324.73
202425,12,51002,30012546,Social Security,32.4
202425,12,113220,30059112,Social Security,0
202324,12,163206,30035248,Health Card,0
202425,12,158489,30107808,Health Card,65.93
201920,12,54155,30073659,Social Security,0
202324,12,85190,30035749,NULL,0
202021,12,135901,30082854,Social Security,0
202223,12,136304,30040177,Health Card,0
202425,12,157933,30028055,Social Security,0
202122,12,25725,30000729,Social Security,0
202425,12,51979,30013314,Social Security,0
202223,12,135867,30082658,Health Card,0
202425,12,132270,30078743,Social Security,11.1
201718,12,103282,30036757,Social Security,0
201819,12,87822,30038401,Social Security,680.95
202122,12,127067,30088132,Social Security,34.3
202223,12,137273,30010963,Social Security,147.27
201718,12,25779,30000779,Social Security,0
201819,12,10952,30060158,Health Card,0
202324,12,140120,30087318,Social Security,787.58
202425,12,27490,30002490,Health Card,25.7
201920,12,145083,10014928,Social Security,0
202324,12,159391,30114053,Social Security,91.96
201819,12,27527,30002527,Health Card,0.34
201819,12,111849,30058030,Social Security,0
202223,12,66489,30024888,Health Card,0
202122,12,83470,30033890,Social Security,0
201718,12,89674,30040256,Social Security,0
201718,12,26714,30081570,Social Security,0
202425,12,160396,30110001,Health Card,98.36
202021,12,119875,30094151,Social Security,0
202122,12,70718,30055807,Social Security,0
202021,12,86740,30037315,Social Security,0
202122,12,133416,30106320,Social Security,288.95
202223,12,91126,30034887,Social Security,0
202425,12,91175,30037292,Social Security,208.64
202122,12,75920,30047637,Health Card,0
201718,12,1073,10000972,Social Security,0
202122,12,11122,10011021,Social Security,152.7
202425,12,52729,30084052,Social Security,0
201920,12,139730,30089220,Social Security,0
201718,12,101669,30086840,Health Card,0
201718,12,27647,30002647,Social Security,0
201920,12,106234,30068500,Social Security,75.54
201718,12,68525,30026341,Social Security,0
201819,12,112957,30087281,Social Security,0
201819,12,89603,30040185,Social Security,0
201920,12,31301,10017011,Social Security,0
202122,12,25817,10003002,Veteran,0
202425,12,124672,30072638,Social Security,7.56
202122,12,89481,30040063,Social Security,0
202324,12,117532,30034621,Social Security,0
202425,12,158660,30107543,Health Card,0
201819,12,88499,30074055,Social Security,0
201718,12,90953,30039310,Social Security,7.35
202122,12,84821,30035325,Social Security,0
201819,12,110789,30038733,Social Security,166.88
202223,12,121869,30068725,Social Security,76.24
202324,12,1534,30050074,Social Security,224.54
201718,12,102723,30004030,Social Security,0
202223,12,150396,30010376,Health Card,0
201920,12,76657,10012011,Health Card,0
202021,12,53201,30001058,Social Security,0
201718,12,128417,30083499,Social Security,0
202122,12,40010,10022499,Social Security,0
201718,12,86413,30036985,NULL,242.19
201718,12,110937,30085530,Social Security,0
201819,12,25774,30060035,Social Security,13.67
201920,12,88180,30038762,Social Security,0
202021,12,11595,10011494,Social Security,0
201718,12,87436,30038586,Social Security,0
201920,12,146131,30028023,Social Security,0
202425,12,118674,30064593,Social Security,42.25
202223,12,81029,30031338,Social Security,0
202425,12,132202,30021479,Social Security,0
202223,12,140035,30086846,Social Security,1316.68
201920,12,25682,30000682,Social Security,0
201819,12,133763,10022375,Health Card,0
201920,12,127679,30074168,Social Security,26.23
201819,12,139833,30086617,Health Card,817.37
202021,12,18338,10018237,NULL,164.47
202021,12,46707,30079057,Health Card,0
201718,12,21267,10021429,Social Security,0
202021,12,29824,30002871,Social Security,8.34
201819,12,83110,30033504,Social Security,196.04
201920,12,133588,30080332,Social Security,0
202223,12,86444,30037017,Social Security,153.83
202324,12,92268,30032798,Health Card,206.53
202223,12,130696,30091273,Social Security,0
201718,12,92718,10015036,Social Security,296.23
202122,12,88410,30038992,Health Card,0
202122,12,94356,30042242,Social Security,0
202425,12,17298,10017197,NULL,2967.84
202324,12,142372,30093396,Social Security,260.02
201920,12,89596,30040178,Health Card,0
202021,12,148347,30096852,Social Security,87.33
201819,12,118626,30084715,Health Card,108.51
201718,12,83348,30033754,Social Security,0
202021,12,138069,30037995,Health Card,0
202122,12,292,10000191,Social Security,0
202324,12,138733,30088736,Social Security,0
201718,12,47068,30069383,Social Security,34.34
201920,12,118909,30097399,Social Security,0
202324,12,152855,30032764,Social Security,0
202021,12,71026,30045482,Social Security,0
201718,12,89477,30040059,Social Security,0
201920,12,98522,30071861,Health Card,0
202021,12,103071,30084188,Social Security,0
201718,12,30497,30012577,Social Security,0
202122,12,74180,30037234,Health Card,1803.59
201718,12,81802,30032129,Social Security,146.16
202122,12,152573,30103282,Health Card,0
202425,12,92452,30085545,Social Security,0
201718,12,19487,10019386,Social Security,291.39
201819,12,122430,30086357,Social Security,39.86
201920,12,120015,30089988,Social Security,0
202223,12,148825,10013709,Social Security,196.43
202324,12,87008,30037587,Social Security,110.72
201718,12,125449,30072164,Social Security,0
202122,12,11400,30099976,Social Security,29.88
202021,12,140130,30039391,Social Security,42.5
201920,12,87317,30037896,Social Security,165.22
202122,12,117435,10019184,Social Security,0
202021,12,110672,30038929,Social Security,0
202425,12,26265,10001378,Health Card,0
201920,12,101237,10017946,Health Card,193.96
201718,12,37815,10009172,Social Security,179.57
202223,12,67007,30025579,Health Card,0
202223,12,87436,30038586,Social Security,0
202122,12,99465,30106306,Social Security,2.52
202324,12,125584,30072337,Social Security,0
202425,12,85467,30036025,Social Security,210.89
201718,12,88169,30038750,Health Card,267.97
201819,12,33219,10002765,Social Security,0
201920,12,117302,30088619,Social Security,8.26
202021,12,18600,10018499,Social Security,170.44
202425,12,151954,30100587,Health Card,0
201819,12,25299,30093075,Social Security,0
201819,12,138373,10011090,Social Security,96.87
202021,12,111295,30039455,Social Security,62.49
202324,12,122084,30038058,Social Security,153.34
202425,12,150426,30109023,Health Card,20.1
202021,12,143861,30091184,Social Security,9.15
202425,12,76431,30028041,Social Security,0
202021,12,37221,30079662,Health Card,5.38
202223,12,139833,30086617,Health Card,14.23
202425,12,14544,10014443,NULL,0
202324,12,126943,30073375,Social Security,0
202425,12,146038,10011530,Social Security,190.99
201920,12,3130,10003029,Social Security,0
201819,12,120460,30081090,Health Card,0
201819,12,123756,30087102,Social Security,82.74
201718,12,115810,30061539,Social Security,0
201920,12,142581,10019159,Social Security,0
201718,12,137241,10021622,Social Security,0
202324,12,8950,10008849,Social Security,0
202223,12,104561,30099542,Health Card,16.8
202425,12,81405,30032753,Social Security,242.64
201920,12,132395,30078848,Health Card,19.35
202021,12,10630,30007528,Health Card,186.51
202425,12,131619,30091984,Social Security,79.55
201718,12,128948,30023272,Social Security,109.77
202324,12,50082,30011696,Health Card,0
202324,12,144903,10019614,Social Security,0
201920,12,111430,10019178,Social Security,0
202223,12,27315,30002315,Social Security,0
202021,12,72706,30023806,Social Security,0
202425,12,151416,10003726,Social Security,44.92
202324,12,122675,10019084,Social Security,0
201819,12,36365,10009871,Social Security,0
202223,12,51103,30012639,Social Security,0
202021,12,138395,30089466,Social Security,12.38
202425,12,85999,30036566,Social Security,28.1
201718,12,70303,30082745,Health Card,306.18
202122,12,66942,30026606,Health Card,0
202223,12,86315,30036882,Social Security,0
202324,12,35491,10007811,Social Security,0
201718,12,139608,30086457,Social Security,0
201920,12,27481,30002481,Social Security,4.16
