pk_district,pk_account,description
52,30095702,Warrnambool
7,30032366,Hamilton
91,30017639,Heywood
52,10012442,Warrnambool
52,30119346,Warrnambool
24,10016264,Camperdown Rural
52,10010527,Warrnambool
52,30006654,Warrnambool
7,30034304,Hamilton
24,10016061,Camperdown Rural
52,30115350,Warrnambool
93,30119806,Portland
91,30017842,Heywood
7,30030511,Hamilton
32,10018579,Koroit
52,10002498,Warrnambool
52,30093584,Warrnambool
93,30056603,Portland
9,30039098,Merino
52,10006411,Warrnambool
52,10000500,Warrnambool
10,30036461,Penshurst
44,10017431,Purnim
52,30111640,Warrnambool
7,30032509,Hamilton
46,10015991,Simpson
32,10018376,Koroit
93,30024787,Portland
92,30020417,Port Fairy
7,30034221,Hamilton
48,10015814,Terang
52,10010444,Warrnambool
93,30026905,Portland
93,30056543,Portland
52,10002415,Warrnambool
32,30065967,Koroit
52,10004533,Warrnambool
91,30017699,Heywood
7,30030368,Hamilton
52,10006591,Warrnambool
93,30024870,Portland
11,30038893,Sandford
22,10020938,Camperdown
93,30028963,Portland
22,30084384,Camperdown
52,10008409,Warrnambool
91,30017759,Heywood
22,10020855,Camperdown
7,30032449,Hamilton
52,10004473,Warrnambool
32,10018496,Koroit
32,10018436,Koroit
52,30042323,Warrnambool
52,10012502,Warrnambool
52,10010384,Warrnambool
52,10000643,Warrnambool
52,10008326,Warrnambool
70,10019173,Darlington
93,30026988,Portland
92,30018502,Port Fairy
52,30070083,Warrnambool
22,10020998,Camperdown
52,30010507,Warrnambool
20,30006994,Allansford
42,30106638,Port Campbell
52,10008469,Warrnambool
83,10013834,Cobden Water Works
7,30030428,Hamilton
7,30034364,Hamilton
92,30018359,Port Fairy
52,30056000,Warrnambool
52,30111354,Warrnambool
52,30119383,Warrnambool
7,30111530,Hamilton
24,10016204,Camperdown Rural
52,10006494,Warrnambool
9,30039015,Merino
52,10010587,Warrnambool
93,30044721,Portland
52,30109582,Warrnambool
7,30081689,Hamilton
52,30089588,Warrnambool
11,30038953,Sandford
93,30025073,Portland
52,10004330,Warrnambool
52,10008506,Warrnambool
7,30032283,Hamilton
24,10016347,Camperdown Rural
92,30020440,Port Fairy
52,30113472,Warrnambool
52,10004699,Warrnambool
93,30022955,Portland
52,10010670,Warrnambool
52,30070023,Warrnambool
93,30025013,Portland
22,10021081,Camperdown
52,30004513,Warrnambool
52,10000583,Warrnambool
93,30022849,Portland
7,30032343,Hamilton
34,30105264,Lismore & Derrinallum
93,30028866,Portland
52,30000766,Warrnambool
52,10012419,Warrnambool
7,30034507,Hamilton
7,30111424,Hamilton
93,30119829,Portland
91,30017865,Heywood
44,10017454,Purnim
52,30006677,Warrnambool
7,30099602,Hamilton
52,10010550,Warrnambool
52,30083797,Warrnambool
93,30026762,Portland
93,30028700,Portland
9,30039121,Merino
52,10002475,Warrnambool
32,30008818,Koroit
46,10015968,Simpson
93,30056580,Portland
10,30036484,Penshurst
52,30115576,Warrnambool
93,30023015,Portland
24,10016287,Camperdown Rural
93,30056520,Portland
52,30079907,Warrnambool
48,10015837,Terang
52,30004633,Warrnambool
11,30038916,Sandford
92,30087473,Port Fairy
32,10018459,Koroit
93,30023075,Portland
7,30034590,Hamilton
52,10002392,Warrnambool
52,10004556,Warrnambool
52,30085818,Warrnambool
12,30046472,Tarrington
22,30100036,Camperdown
91,30017782,Heywood
24,10016227,Camperdown Rural
22,10020878,Camperdown
93,30117868,Portland
52,10004496,Warrnambool
93,30105903,Portland
22,10020961,Camperdown
52,10008303,Warrnambool
22,30117792,Camperdown
32,10018519,Koroit
7,30034530,Hamilton
93,30026619,Portland
22,10021021,Camperdown
92,30050138,Port Fairy
52,10002332,Warrnambool
52,30070106,Warrnambool
93,30048588,Portland
5,30049398,Dunkeld
52,10010407,Warrnambool
52,10002535,Warrnambool
9,30039038,Merino
10,30036544,Penshurst
92,30018336,Port Fairy
7,30032426,Hamilton
46,10015908,Simpson
93,30056663,Portland
93,30025096,Portland
93,30028986,Portland
8,30039449,Macarthur
48,30045755,Terang
52,30119406,Warrnambool
52,30049923,Warrnambool
7,30032223,Hamilton
7,30034387,Hamilton
52,10008446,Warrnambool
52,10010610,Warrnambool
91,30017925,Heywood
7,30115609,Hamilton
52,30080133,Warrnambool
52,30117717,Warrnambool
2,30118268,Casterton
7,30034470,Hamilton
52,10012336,Warrnambool
52,10010693,Warrnambool
93,30027154,Portland
93,30106175,Portland
52,10002249,Warrnambool
92,30020463,Port Fairy
22,10021164,Camperdown
52,30093750,Warrnambool
52,30095393,Warrnambool
32,10018210,Koroit
52,30014669,Warrnambool
93,30113729,Portland
52,10000454,Warrnambool
52,10004782,Warrnambool
10,30036627,Penshurst
52,30109748,Warrnambool
52,30085984,Warrnambool
93,30025036,Portland
83,10014023,Cobden Water Works
20,10014471,Allansford
22,30117686,Camperdown
7,30032260,Hamilton
52,10006425,Warrnambool
52,10004662,Warrnambool
52,10002309,Warrnambool
52,10012488,Warrnambool
91,30017593,Heywood
52,10010573,Warrnambool
52,30113186,Warrnambool
38,10014619,Noorat & Glenormiston
92,30030015,Port Fairy
22,30006992,Camperdown
32,10018330,Koroit
52,10006577,Warrnambool
10,30036507,Penshurst
52,10000869,Warrnambool
7,30034673,Hamilton
52,30109688,Warrnambool
52,10008363,Warrnambool
2,30102390,Casterton
52,10002452,Warrnambool
52,10006365,Warrnambool
93,30022826,Portland
52,30099864,Warrnambool
7,30032140,Hamilton
52,30014872,Warrnambool
93,30022623,Portland
7,30030557,Hamilton
52,10006780,Warrnambool
24,10016075,Camperdown Rural
52,10012276,Warrnambool
52,30093395,Warrnambool
93,30021243,Portland
52,30056309,Warrnambool
52,30089602,Warrnambool
2,30037747,Casterton
52,10000726,Warrnambool
93,30026951,Portland
93,30022706,Portland
12,30036791,Tarrington
52,10010490,Warrnambool
10,30036424,Penshurst
52,10002369,Warrnambool
52,30012754,Warrnambool
52,10000334,Warrnambool
7,30032057,Hamilton
7,30034613,Hamilton
52,10008280,Warrnambool
24,10016098,Camperdown Rural
93,30060327,Portland
42,30118852,Port Campbell
90,30029253,Dartmoor
83,10014083,Cobden Water Works
52,10000251,Warrnambool
92,30020583,Port Fairy
93,30028677,Portland
52,10012608,Warrnambool
22,10020901,Camperdown
20,10014554,Allansford
32,10018390,Koroit
91,30017653,Heywood
52,10012548,Warrnambool
52,10004579,Warrnambool
52,30117597,Warrnambool
92,30029992,Port Fairy
22,10021247,Camperdown
52,10006637,Warrnambool
52,30111603,Warrnambool
52,10004865,Warrnambool
92,30020666,Port Fairy
93,30022766,Portland
52,30004347,Warrnambool
52,30105632,Warrnambool
52,10006508,Warrnambool
22,10021044,Camperdown
2,30047156,Casterton
52,30109831,Warrnambool
93,30021326,Portland
52,30010258,Warrnambool
7,30032200,Hamilton
7,30034553,Hamilton
52,10008423,Warrnambool
52,10010776,Warrnambool
24,10016015,Camperdown Rural
52,10006305,Warrnambool
52,10008220,Warrnambool
42,10019857,Port Campbell
52,30109628,Warrnambool
93,30027034,Portland
52,10012216,Warrnambool
93,30025119,Portland
52,30111543,Warrnambool
36,10019244,Mortlake
52,30016515,Warrnambool
10,30036567,Penshurst
52,10002166,Warrnambool
52,10010633,Warrnambool
52,10006697,Warrnambool
52,10004722,Warrnambool
50,30096357,Timboon
52,10000786,Warrnambool
8,30039426,Macarthur
52,30111746,Warrnambool
92,30020523,Port Fairy
93,30022909,Portland
7,30032237,Hamilton
32,10018293,Koroit
52,30087710,Warrnambool
32,10018247,Koroit
91,30017556,Heywood
7,30077942,Hamilton
52,30093621,Warrnambool
52,10012359,Warrnambool
52,10008137,Warrnambool
52,30010378,Warrnambool
52,30075888,Warrnambool
52,10000477,Warrnambool
52,10004805,Warrnambool
52,30105443,Warrnambool
52,10010656,Warrnambool
52,30080096,Warrnambool
36,30015334,Mortlake
52,30014540,Warrnambool
52,10000537,Warrnambool
52,10002226,Warrnambool
52,10006448,Warrnambool
93,30027071,Portland
36,10019267,Mortlake
42,30090594,Port Campbell
52,30086007,Warrnambool
52,30014646,Warrnambool
7,30031974,Hamilton
5,30102717,Dunkeld
24,10016038,Camperdown Rural
32,30012874,Koroit
52,10008197,Warrnambool
2,30111000,Casterton
42,30011513,Port Campbell
93,30028511,Portland
52,10002286,Warrnambool
10,30036710,Penshurst
52,10012465,Warrnambool
91,30017616,Heywood
32,10018353,Koroit
52,10006554,Warrnambool
20,30080556,Allansford
93,30028714,Portland
52,10012299,Warrnambool
7,30034696,Hamilton
52,10002429,Warrnambool
9,30039075,Merino
92,30020606,Port Fairy
20,10014508,Allansford
32,10018187,Koroit
52,10006388,Warrnambool
32,30062174,Koroit
48,30112765,Terang
52,30056286,Warrnambool
52,30111663,Warrnambool
2,30037830,Casterton
93,30028880,Portland
52,10010716,Warrnambool
22,10021127,Camperdown
52,10008340,Warrnambool
52,10012668,Warrnambool
7,30032117,Hamilton
2,30037770,Casterton
52,10000703,Warrnambool
93,30022683,Portland
93,30101764,Portland
52,30074042,Warrnambool
7,30030391,Hamilton
52,10008257,Warrnambool
52,10006614,Warrnambool
7,30032034,Hamilton
52,10004948,Warrnambool
52,30006783,Warrnambool
36,10019207,Mortlake
38,10015011,Noorat & Glenormiston
93,30028654,Portland
32,30046107,Koroit
36,30012935,Mortlake
22,30048904,Camperdown
93,30022743,Portland
92,30020689,Port Fairy
91,30017390,Heywood
7,30034636,Hamilton
22,10021270,Camperdown
93,30021100,Portland
52,10004888,Warrnambool
32,10018413,Koroit
52,10006531,Warrnambool
32,10018127,Koroit
52,10012525,Warrnambool
52,30004324,Warrnambool
52,10000417,Warrnambool
7,30030308,Hamilton
11,30038930,Sandford
22,10021067,Camperdown
92,30020546,Port Fairy
93,30026868,Portland
52,30057809,Warrnambool
93,30027011,Portland
8,30039403,Macarthur
52,30089519,Warrnambool
7,30032177,Hamilton
52,10010799,Warrnambool
52,10000620,Warrnambool
52,30081882,Warrnambool
52,10006328,Warrnambool
30,10017366,Cobden Urban
52,10008054,Warrnambool
93,30021160,Portland
10,30036590,Penshurst
52,10012585,Warrnambool
93,30056709,Portland
52,30107395,Warrnambool
22,30054815,Camperdown
93,30022540,Portland
52,30113306,Warrnambool
52,10004745,Warrnambool
36,10019410,Mortlake
52,10012382,Warrnambool
2,30118577,Casterton
52,30016146,Warrnambool
24,10016181,Camperdown Rural
9,30038992,Merino
52,10002346,Warrnambool
7,30030451,Hamilton
32,10018270,Koroit
91,30017533,Heywood
52,30119014,Warrnambool
5,30036016,Dunkeld
52,30070415,Warrnambool
93,30024575,Portland
52,30007009,Warrnambool
48,30003843,Terang
52,30118991,Warrnambool
93,30028428,Portland
92,30097795,Port Fairy
32,10018224,Koroit
52,30115138,Warrnambool
52,30103316,Warrnambool
52,10002143,Warrnambool
52,10003033,Warrnambool
93,30021289,Portland
52,30111912,Warrnambool
2,30112878,Casterton
93,30024515,Portland
7,30032781,Hamilton
52,10006056,Warrnambool
5,30036076,Dunkeld
52,10000145,Warrnambool
52,30004951,Warrnambool
93,30028488,Portland
52,30097142,Warrnambool
91,30018257,Heywood
93,30105654,Portland
2,30037853,Casterton
91,30114361,Heywood
22,30087905,Camperdown
93,30022577,Portland
3,30039191,Cavendish
50,10020614,Timboon
20,10014305,Allansford
52,10010739,Warrnambool
93,30027320,Portland
10,30036673,Penshurst
52,30049794,Warrnambool
92,30020002,Port Fairy
8,30039343,Macarthur
93,30025202,Portland
52,10004828,Warrnambool
5,30035956,Dunkeld
52,10005031,Warrnambool
91,30018054,Heywood
7,30032721,Hamilton
52,10000288,Warrnambool
52,10008944,Warrnambool
92,30109737,Port Fairy
32,10018164,Koroit
2,30037793,Casterton
52,10004971,Warrnambool
93,30025262,Portland
50,10020697,Timboon
7,30032924,Hamilton
5,30089455,Dunkeld
52,10006199,Warrnambool
52,30079492,Warrnambool
52,10012110,Warrnambool
92,30020145,Port Fairy
91,30018197,Heywood
52,10000265,Warrnambool
34,10018589,Lismore & Derrinallum
52,30114995,Warrnambool
52,10002890,Warrnambool
93,30021432,Portland
5,30035873,Dunkeld
42,30118898,Port Campbell
32,10018104,Koroit
92,30113106,Port Fairy
52,30118848,Warrnambool
92,30046414,Port Fairy
8,30039283,Macarthur
92,30019882,Port Fairy
93,30022660,Portland
93,30024432,Portland
93,30025322,Portland
52,30101318,Warrnambool
52,30109144,Warrnambool
83,10014272,Cobden Water Works
93,30027283,Portland
92,30020085,Port Fairy
52,10002950,Warrnambool
93,30021372,Portland
93,30081950,Portland
7,30032841,Hamilton
52,10010822,Warrnambool
7,30032638,Hamilton
52,10000348,Warrnambool
52,10006259,Warrnambool
52,30082154,Warrnambool
52,10008861,Warrnambool
52,10004911,Warrnambool
52,10006116,Warrnambool
83,10014069,Cobden Water Works
7,30119748,Hamilton
52,30111792,Warrnambool
83,10017378,Cobden Water Works
93,30024635,Portland
91,30018137,Heywood
52,10011967,Warrnambool
52,30112937,Warrnambool
92,30019942,Port Fairy
52,30117846,Warrnambool
93,30048422,Portland
52,10012170,Warrnambool
3,30039251,Cavendish
93,30022517,Portland
52,30097225,Warrnambool
5,30035993,Dunkeld
34,10018815,Lismore & Derrinallum
52,30107146,Warrnambool
52,10003056,Warrnambool
83,10017272,Cobden Water Works
52,30002349,Warrnambool
52,30118968,Warrnambool
62,30006146,Terang Water Works
7,30032804,Hamilton
42,30116937,Port Campbell
52,30004868,Warrnambool
52,10006342,Warrnambool
52,10003116,Warrnambool
34,10018755,Lismore & Derrinallum
52,10000168,Warrnambool
52,30011208,Warrnambool
93,30027486,Portland
93,30028465,Portland
91,30018280,Heywood
32,10018307,Koroit
3,30039214,Cavendish
92,30019859,Port Fairy
52,30061593,Warrnambool
2,30037876,Casterton
7,30105098,Hamilton
52,10005054,Warrnambool
32,10017938,Koroit
42,30006432,Port Campbell
32,10018141,Koroit
52,30115161,Warrnambool
52,10012253,Warrnambool
92,30055754,Port Fairy
52,10000311,Warrnambool
52,10008967,Warrnambool
5,30035933,Dunkeld
7,30032744,Hamilton
20,30062869,Allansford
5,30053786,Dunkeld
93,30025179,Portland
93,30027343,Portland
7,30062562,Hamilton
52,10004994,Warrnambool
40,30058197,Peterborough
7,30032947,Hamilton
52,30091291,Warrnambool
93,30022637,Portland
7,30119144,Hamilton
52,30097202,Warrnambool
52,30106943,Warrnambool
34,10018612,Lismore & Derrinallum
52,10010905,Warrnambool
52,10006222,Warrnambool
52,10008741,Warrnambool
92,30067493,Port Fairy
42,30118875,Port Campbell
52,30079386,Warrnambool
93,30024718,Portland
52,10002913,Warrnambool
34,10018695,Lismore & Derrinallum
50,10020591,Timboon
52,30091351,Warrnambool
32,30008440,Koroit
93,30024801,Portland
52,30117620,Warrnambool
93,30022554,Portland
52,30111626,Warrnambool
32,10018021,Koroit
50,10020674,Timboon
52,10006139,Warrnambool
52,30118765,Warrnambool
7,30032864,Hamilton
52,10002830,Warrnambool
92,30019776,Port Fairy
52,10012133,Warrnambool
52,10000371,Warrnambool
93,30021349,Portland
52,10002973,Warrnambool
52,30111769,Warrnambool
34,10018898,Lismore & Derrinallum
93,30022351,Portland
93,30027260,Portland
93,30024658,Portland
64,10014436,Warrnambool Pipeline
93,30120327,Portland
52,10012193,Warrnambool
32,10018081,Koroit
52,30079183,Warrnambool
30,30005667,Cobden Urban
52,10000228,Warrnambool
52,10008884,Warrnambool
91,30018160,Heywood
52,30013026,Warrnambool
52,30112914,Warrnambool
52,10009027,Warrnambool
3,30039274,Cavendish
93,30022494,Portland
93,30028405,Portland
50,10020531,Timboon
52,30115078,Warrnambool
52,10006282,Warrnambool
7,30033007,Hamilton
52,10008575,Warrnambool
93,30075730,Portland
52,10000039,Warrnambool
34,10018838,Lismore & Derrinallum
93,30027569,Portland
5,30036062,Dunkeld
93,30024621,Portland
52,30073747,Warrnambool
91,30017948,Heywood
50,10020448,Timboon
52,30004905,Warrnambool
52,30109273,Warrnambool
52,10005950,Warrnambool
7,30032675,Hamilton
2,30038772,Casterton
20,10014319,Allansford
52,30076372,Warrnambool
52,30079718,Warrnambool
93,30022471,Portland
52,30004845,Warrnambool
52,10011921,Warrnambool
7,30035698,Hamilton
52,30115244,Warrnambool
92,30088950,Port Fairy
52,10006010,Warrnambool
32,30010687,Koroit
52,30055539,Warrnambool
93,30021598,Portland
22,10020749,Camperdown
52,10002724,Warrnambool
52,30007115,Warrnambool
34,10018778,Lismore & Derrinallum
52,30100136,Warrnambool
2,30038832,Casterton
52,30091600,Warrnambool
93,30027509,Portland
7,30054109,Hamilton
52,10005077,Warrnambool
93,30025156,Portland
52,10000099,Warrnambool
52,30058284,Warrnambool
91,30018008,Heywood
92,30073985,Port Fairy
5,30036122,Dunkeld
52,30046462,Warrnambool
52,10002867,Warrnambool
92,30020048,Port Fairy
52,10011861,Warrnambool
52,30070046,Warrnambool
93,30022411,Portland
22,30103391,Camperdown
52,30097511,Warrnambool
52,10005017,Warrnambool
32,10017998,Koroit
7,30032532,Hamilton
50,10020651,Timboon
52,10011718,Warrnambool
36,30011670,Mortlake
52,30112831,Warrnambool
52,30112078,Warrnambool
93,30028179,Portland
91,30017805,Heywood
5,30036205,Dunkeld
52,10008718,Warrnambool
91,30018091,Heywood
52,30112041,Warrnambool
93,30024741,Portland
52,30008048,Warrnambool
52,10002807,Warrnambool
52,30058307,Warrnambool
93,30021515,Portland
93,30057064,Portland
52,30002137,Warrnambool
48,30079260,Terang
93,30028239,Portland
32,10017915,Koroit
93,30058080,Portland
44,10017394,Purnim
50,10020568,Timboon
4,30047622,Coleraine
50,30120725,Timboon
32,30088042,Koroit
91,30029710,Heywood
7,30032592,Hamilton
52,10005867,Warrnambool
50,30087890,Timboon
50,10020365,Timboon
52,10002747,Warrnambool
34,10018718,Lismore & Derrinallum
52,10011981,Warrnambool
92,30058439,Port Fairy
7,30035758,Hamilton
20,10014176,Allansford
52,30070129,Warrnambool
52,30112891,Warrnambool
93,30027426,Portland
52,30058556,Warrnambool
52,30001287,Warrnambool
32,10018058,Koroit
52,10008658,Warrnambool
91,30029913,Heywood
2,30038689,Casterton
93,30024681,Portland
34,10018921,Lismore & Derrinallum
52,10000062,Warrnambool
93,30027592,Portland
5,30036039,Dunkeld
34,10018861,Lismore & Derrinallum
52,10008552,Warrnambool
83,10014355,Cobden Water Works
92,30106660,Port Fairy
52,10005973,Warrnambool
7,30032698,Hamilton
93,30021681,Portland
52,10002641,Warrnambool
52,10011944,Warrnambool
50,10020485,Timboon
2,30038855,Casterton
34,10018801,Lismore & Derrinallum
92,30053401,Port Fairy
7,30032389,Hamilton
22,30040746,Camperdown
52,10008612,Warrnambool
93,30021312,Portland
52,30008154,Warrnambool
22,10020772,Camperdown
20,10014236,Allansford
93,30069029,Portland
2,30059476,Casterton
52,10002701,Warrnambool
93,30021621,Portland
7,30032758,Hamilton
52,10006033,Warrnambool
5,30036099,Dunkeld
52,30097308,Warrnambool
93,30024764,Portland
52,30046485,Warrnambool
52,10005807,Warrnambool
93,30022388,Portland
93,30028096,Portland
22,10020915,Camperdown
52,30052396,Warrnambool
93,30028299,Portland
91,30018031,Heywood
93,30021478,Portland
52,10006176,Warrnambool
52,10011884,Warrnambool
52,30049817,Warrnambool
92,30020025,Port Fairy
52,30118012,Warrnambool
91,30065545,Heywood
48,30117448,Terang
93,30021455,Portland
7,30032555,Hamilton
93,30024847,Portland
52,10008778,Warrnambool
52,10012087,Warrnambool
52,10002784,Warrnambool
52,30040574,Warrnambool
5,30084320,Dunkeld
93,30027389,Portland
5,30036182,Dunkeld
64,10014044,Warrnambool Pipeline
5,30035896,Dunkeld
22,10020832,Camperdown
52,10008695,Warrnambool
7,30032472,Hamilton
93,30102262,Portland
92,30020251,Port Fairy
44,10017417,Purnim
50,10020282,Timboon
92,30020108,Port Fairy
52,10011801,Warrnambool
4,30077237,Coleraine
32,10017892,Koroit
93,30093606,Portland
27,10017841,Caramut Pipeline
50,10020342,Timboon
93,30022305,Portland
52,30112161,Warrnambool
52,10012004,Warrnambool
7,30035781,Hamilton
93,30024704,Portland
93,30024907,Portland
34,10018944,Lismore & Derrinallum
52,10008635,Warrnambool
64,10013984,Warrnambool Pipeline
93,30028216,Portland
52,10006093,Warrnambool
52,30097391,Warrnambool
93,30021395,Portland
30,30089030,Cobden Urban
93,30021538,Portland
52,10008492,Warrnambool
91,30018114,Heywood
52,30117869,Warrnambool
93,30027449,Portland
7,30080332,Hamilton
52,30085629,Warrnambool
52,30052479,Warrnambool
52,30008274,Warrnambool
93,30078475,Portland
52,30115470,Warrnambool
52,10002581,Warrnambool
52,30118779,Warrnambool
52,10005890,Warrnambool
52,10000182,Warrnambool
7,30032615,Hamilton
52,10001390,Warrnambool
48,10015127,Terang
52,10009757,Warrnambool
7,30033534,Hamilton
34,10018884,Lismore & Derrinallum
1,30037714,Balmoral
50,10020402,Timboon
93,30021704,Portland
36,10019765,Mortlake
52,10007639,Warrnambool
52,30007822,Warrnambool
48,30103757,Terang
93,30102843,Portland
52,30118576,Warrnambool
52,30094872,Warrnambool
52,10011154,Warrnambool
52,10013212,Warrnambool
7,30118188,Hamilton
52,30116781,Warrnambool
52,10007699,Warrnambool
52,30052774,Warrnambool
50,10020462,Timboon
52,30011938,Warrnambool
7,30031739,Hamilton
36,30010124,Mortlake
93,30029673,Portland
7,30110219,Hamilton
2,30038726,Casterton
22,10022023,Camperdown
52,10005641,Warrnambool
36,10019705,Mortlake
4,30036948,Coleraine
11,30048030,Sandford
48,10015187,Terang
52,10001330,Warrnambool
22,10022226,Camperdown
93,30021644,Portland
5,30100115,Dunkeld
7,30031536,Hamilton
52,10007759,Warrnambool
92,30019587,Port Fairy
7,30031679,Hamilton
44,30049914,Purnim
93,30026158,Portland
52,30013335,Warrnambool
7,30033654,Hamilton
38,10015412,Noorat & Glenormiston
52,30005486,Warrnambool
52,10013272,Warrnambool
42,10020175,Port Campbell
1,30037594,Balmoral
93,30117181,Portland
6,30036252,Glenthompson
2,30038606,Casterton
52,10009697,Warrnambool
40,10017499,Peterborough
52,30116721,Warrnambool
93,30055232,Portland
52,30112267,Warrnambool
52,30052977,Warrnambool
52,10005784,Warrnambool
40,10017559,Peterborough
52,10007842,Warrnambool
93,30109295,Portland
93,30029530,Portland
36,10019622,Mortlake
38,10015472,Noorat & Glenormiston
7,30033737,Hamilton
22,10022083,Camperdown
93,30022222,Portland
93,30043470,Portland
30,10017011,Cobden Urban
52,10001270,Warrnambool
93,30026075,Portland
52,10005724,Warrnambool
48,30048898,Terang
32,30110435,Koroit
52,10003245,Warrnambool
50,10020259,Timboon
7,30035051,Hamilton
52,10011274,Warrnambool
4,30037008,Coleraine
7,30104789,Hamilton
40,10017619,Peterborough
7,30035134,Hamilton
52,10011357,Warrnambool
52,10003328,Warrnambool
81,10014121,Carpendeit Water Works
52,30007905,Warrnambool
24,30005590,Camperdown Rural
6,30036312,Glenthompson
52,10011214,Warrnambool
7,30034991,Hamilton
1,30037654,Balmoral
7,30035194,Hamilton
38,10015532,Noorat & Glenormiston
7,30065350,Hamilton
48,10015044,Terang
93,30029590,Portland
52,10003388,Warrnambool
34,10018967,Lismore & Derrinallum
2,30038643,Casterton
93,30024243,Portland
7,30033594,Hamilton
2,30114037,Casterton
38,30015738,Noorat & Glenormiston
44,30088039,Purnim
93,30024100,Portland
52,10009614,Warrnambool
22,10022143,Camperdown
93,30021561,Portland
52,10013189,Warrnambool
7,30041420,Hamilton
52,10003185,Warrnambool
52,30110209,Warrnambool
40,30047815,Peterborough
48,10015104,Terang
7,30034908,Hamilton
7,30033511,Hamilton
52,10009734,Warrnambool
52,10005558,Warrnambool
52,10011131,Warrnambool
22,10021940,Camperdown
52,30104982,Warrnambool
36,10019742,Mortlake
2,30038749,Casterton
52,30015476,Warrnambool
50,10020379,Timboon
52,30011652,Warrnambool
52,10007722,Warrnambool
52,30048838,Warrnambool
92,30019564,Port Fairy
52,30057205,Warrnambool
52,10011071,Warrnambool
50,30105540,Timboon
2,30038809,Casterton
52,10013235,Warrnambool
52,10005927,Warrnambool
1,30037737,Balmoral
22,10022309,Camperdown
93,30021727,Portland
92,30118038,Port Fairy
52,30059263,Warrnambool
4,30036925,Coleraine
52,10001104,Warrnambool
36,10019682,Mortlake
52,10013129,Warrnambool
93,30109189,Portland
26,10017777,Caramut
52,30112410,Warrnambool
93,30024017,Portland
93,30026181,Portland
5,30036145,Dunkeld
52,10005618,Warrnambool
52,10007782,Warrnambool
52,30047238,Warrnambool
40,10017476,Peterborough
22,10022249,Camperdown
52,10001473,Warrnambool
52,10003268,Warrnambool
93,30026301,Portland
52,10009674,Warrnambool
7,30033451,Hamilton
7,30086492,Hamilton
36,10019539,Mortlake
52,30098304,Warrnambool
1,30037617,Balmoral
93,30073603,Portland
52,10005761,Warrnambool
52,10007925,Warrnambool
52,30062824,Warrnambool
7,30031702,Hamilton
52,10001307,Warrnambool
52,30007799,Warrnambool
26,30100848,Caramut
52,30114580,Warrnambool
2,30038583,Casterton
52,30116661,Warrnambool
81,10014430,Carpendeit Water Works
7,30114876,Hamilton
40,10017536,Peterborough
52,10007865,Warrnambool
52,10003351,Warrnambool
52,30108317,Warrnambool
52,10001187,Warrnambool
36,10019599,Mortlake
52,10013069,Warrnambool
52,30043491,Warrnambool
22,10022106,Camperdown
7,30035111,Hamilton
50,10020236,Timboon
38,10015495,Noorat & Glenormiston
52,30104839,Warrnambool
52,10009531,Warrnambool
52,10001247,Warrnambool
5,30036228,Dunkeld
7,30035028,Hamilton
52,30093017,Warrnambool
52,10010988,Warrnambool
7,30120020,Hamilton
52,30081052,Warrnambool
52,10007805,Warrnambool
36,10019659,Mortlake
52,30007882,Warrnambool
93,30024220,Portland
52,10005844,Warrnambool
52,10013152,Warrnambool
52,10003411,Warrnambool
93,30114559,Portland
2,30038666,Casterton
50,10020296,Timboon
52,30059286,Warrnambool
52,30092874,Warrnambool
7,30033571,Hamilton
7,30079064,Hamilton
52,10013355,Warrnambool
48,10015021,Terang
93,30029567,Portland
32,30015370,Koroit
52,10011191,Warrnambool
93,30021787,Portland
7,30034968,Hamilton
1,30037677,Balmoral
52,10011048,Warrnambool
7,30034825,Hamilton
7,30033368,Hamilton
52,10009591,Warrnambool
93,30024077,Portland
52,10005701,Warrnambool
52,10003554,Warrnambool
52,30112350,Warrnambool
40,30105333,Peterborough
52,30015393,Warrnambool
92,30040775,Port Fairy
91,30119774,Heywood
22,10022166,Camperdown
4,30037257,Coleraine
52,10001436,Warrnambool
20,10017359,Allansford
50,10020110,Timboon
7,30034885,Hamilton
52,10011108,Warrnambool
52,30005320,Warrnambool
52,10009803,Warrnambool
52,30096223,Warrnambool
22,30100783,Camperdown
92,30019481,Port Fairy
7,30116777,Hamilton
52,10008008,Warrnambool
52,30119867,Warrnambool
93,30114771,Portland
52,30015559,Warrnambool
52,10013258,Warrnambool
10,30091174,Penshurst
7,30033903,Hamilton
93,30112976,Portland
52,30120282,Warrnambool
7,30108055,Hamilton
52,10005535,Warrnambool
52,10009863,Warrnambool
22,10021917,Camperdown
91,30098317,Heywood
92,30019421,Port Fairy
93,30022013,Portland
92,30117812,Port Fairy
2,30038417,Casterton
4,30037197,Coleraine
7,30050620,Hamilton
92,30019836,Port Fairy
52,10001496,Warrnambool
52,30112433,Warrnambool
52,30009986,Warrnambool
52,10005595,Warrnambool
93,30025909,Portland
7,30033843,Hamilton
7,30033700,Hamilton
52,10013318,Warrnambool
22,10021857,Camperdown
93,30021870,Portland
48,30005592,Terang
48,10015376,Terang
93,30053483,Portland
2,30038560,Casterton
36,10019516,Mortlake
52,30007776,Warrnambool
52,30114972,Warrnambool
52,10003079,Warrnambool
22,30000334,Camperdown
48,10014961,Terang
52,10007948,Warrnambool
93,30089009,Portland
52,10007888,Warrnambool
38,10015864,Noorat & Glenormiston
93,30109341,Portland
