pk_account,amount,urgs_application_status,evt_datetime
10002771,395.06,URGs Application - Successful - FC2020/11853,19/10/2020
30043796,525.09,URGs Application - Successful - FC2020/12474,3/11/2020
30031803,650,URGs Application - Successful - FC2020/12479,3/11/2020
10005676,650,URGs Application - Successful,17/11/2020
30095235,650,URGs Application - Successful FC2020/13075,17/11/2020
30080546,209.67,URGs Application - Successful FC2020/13077,17/11/2020
10021470,650,URGs Application - Successful FC2020/13426,25/11/2020
10010131,650,URGs Application - Successful FC2020/13428,25/11/2020
30021865,407.3,URGs Application - Successful FC2020/13435,25/11/2020
30038609,650,URGs Application - Successful - FC2020/13846,4/12/2020
30075424,650,URGs Application - Successful (FC2020/13849),4/12/2020
10012333,650,URGs Application - Successful (FC2020/13855),4/12/2020
30097321,408.85,URGs Application - Successful (FC2020/13860),4/12/2020
30072835,582.87,URGs Application - Successful (FC2020/13861),4/12/2020
30040271,650,URGs Application - Successful FC2020/14350,18/12/2020
10019292,650,URGs Application - Successful - FC2020/14356,18/12/2020
30017920,650,URGs Application - Successful - FC2020/14366,18/12/2020
30008528,650,URGs Application - Successful - FC2020/14373,18/12/2020
10001886,178.93,URGs Application - Successful FC2020/14419,21/12/2020
30037704,650,URGs Application - Successful - FC2021/00127,8/01/2021
10022099,41.11,URGs Application - Successful - F2021/00128,8/01/2021
30095053,362.39,URGs Application - Successful - FC2021/00131,8/01/2021
30091256,349.92,URGs Application - Successful - FC2021/00132,8/01/2021
30038666,650,URGs Application - Successful - FC2021/00195,12/01/2021
10019261,170.35,URGs Application - Successful,29/01/2021
10009253,650,URGs Application - Successful - FC2021/00739,1/02/2021
10010963,422.22,URGs Application - Successful - FC2021/01080,9/02/2021
30099690,465.01,URGs Application - Successful - FC2021/01363,16/02/2021
10001308,319.95,URGs Application - Successful FC2021/01419,17/02/2021
30009183,650,URGs Application - Successful - FC2021/01852,2/03/2021
30098502,650,URGs Application - Successful - FC2021/01857,2/03/2021
30009183,NULL,URGs Application - Successful,2/03/2021
30021765,650,URGs Application - Successful - FC2021/01861,2/03/2021
30073938,650,URGs Application - Successful - FC2021/02690,26/03/2021
10002278,556.66,URGs Application - Successful - FC2021/02794,31/03/2021
30019157,139.87,URGs Application - Successful - FC2021/02795,31/03/2021
30097252,650,URGs Application - Successful - FC2021/02797,31/03/2021
30070074,650,URGs Application - Successful - FC2021/03097,9/04/2021
30035003,285.15,URGs Application - Successful - FC2021/03098,9/04/2021
30020889,NULL,URGs Application - Successful,12/04/2021
30020889,578.59,URGs Application - Successful - FC2021/03155,12/04/2021
10019254,650,URGs Application - Successful - FC2021/03177,12/04/2021
30091456,333.87,URGs Application - Successful - FC2021/03217,13/04/2021
30079161,425.01,URGs Application - Successful - FC2021/03614,23/04/2021
30066845,305.99,URGs Application - Successful - FC2021/03620,23/04/2021
30018210,529.94,URGs Application - Successful - FC2021/03797,28/04/2021
10022099,268.93,URGs Application - Successful - FC2021/03995,4/05/2021
10006969,41.86,URGs Application - Successful - FC2021/04188,7/05/2021
10022099,381.07,URGs Application - Successful - FC2021/04353,12/05/2021
30038286,258.59,URGs Application - Successful - FC2021/04654,21/05/2021
30023732,597.59,URGs Application - Successful - FC2021/04658,21/05/2021
30067613,560.48,URGs Application - Successful - FC2021/04659,21/05/2021
10003893,650,URGs Application - Successful - FC2021/04661,21/05/2021
30055957,569.52,URGs Application - Successful - FC2021/04784,24/05/2021
30018439,367.68,URGs Application - Successful - FC2021/05280,8/06/2021
10002278,93.34,URGs Application - Successful - FC2021/05284,8/06/2021
30097800,284.55,URGs Application - Successful - FC20221/05695,18/06/2021
10021488,650,URGs Application - Successful - FC2021/05702,18/06/2021
10001188,650,URGs Application - Successful - FC2021/06113,29/06/2021
10017016,650,URGs Application - Successful - FC2021/06968,19/07/2021
30010951,650,URGs Application - Successful - FC2021/06979,20/07/2021
30037062,650,URGs Application - Successful - FC2021/07332,28/07/2021
30010951,208.88,URGS Application - Successful - FC2021/07333,28/07/2021
30085800,459.21,URGs Application - Successful - FC2021/07337,28/07/2021
30073603,650,URGs Application - Successful - FC2021/07422,30/07/2021
10005584,521.83,URGs Application - Successful - FC2021/07630,4/08/2021
10021146,650,URGs Application - Successful - FC2021/07856,10/08/2021
30025210,196.29,URGs Application - Successful - FC2021/07857,10/08/2021
30020263,376.09,URGs Application - Successful - FC2021/07859,10/08/2021
10014920,650,URGs Application - Successful - FC2021/07878,10/08/2021
10001308,179.68,URGs Application - Successful - FC2021/08175,17/08/2021
30093193,650,URGs Application - Successful - FC2021/08178,17/08/2021
30022778,650,URGs Application - Successful - FC2021/08182,17/08/2021
30024116,650,URGs Application - Successful - FC2021/08203,18/08/2021
30037501,335.69,URGs Application - Successful - FC2021/08424,25/08/2021
30027644,47.69,URGs Application - Successful - FC2021/08425,25/08/2021
10001308,150.37,URGs Application - Successful - FC2021/08428,25/08/2021
10014694,650,URGs Application - Successful - FC2021/08437,25/08/2021
30097512,650,URGs Application - Successful - FC2021/08799,3/09/2021
30091076,224.99,URGs Application - Successful - FC2021/08959,8/09/2021
30022088,427.68,URGs Application - Successful - FC2021/08960,8/09/2021
30077874,482.71,URGs Application - Successful - FC2021/09346,20/09/2021
30038697,180.72,URGs Application - Successful - FC2021/09352,20/09/2021
30039120,216.29,URGs Application - Successful - FC2021/09359,20/09/2021
30026858,246.23,URGs Application - Successful - FC2021/09360,20/09/2021
10005584,128.17,URGs Application - Successful - FC2021/09411,21/09/2021
30020263,162.2,URGs Application - Successful - FC2021/09415,21/09/2021
30031964,574.99,URGs Application - Successful - FC2021/09593 - $574.99,28/09/2021
30099347,650,URGs Application - Successful - FC2021/09595,28/09/2021
30038697,175.18,URGs Application - Successful - FC2021/09596 - $175.18,28/09/2021
10021171,650,URGs Application - Successful - FC2021/09658,30/09/2021
10004199,408.81,URGs Application - Successful FC2021/09664 - $408.81,30/09/2021
30095731,642.11,URGs Application - Successful - FC2021/09666 - $642.11,30/09/2021
30091076,38.42,URGs Application - Successful - FC2021/09667 - $38.42,30/09/2021
30089667,90.7,URGs Application - Successful - FC2021/09672 - $90.70,30/09/2021
30088773,220.99,URGs Application - Successful - FC2021/09675 - $220.99,30/09/2021
30100002,568.63,URGs Application - Successful - FC2021/09947 $568.63,6/10/2021
30022776,479.13,URGs Application - Successful - FC2021/09955 $479.13,6/10/2021
30022088,150.19,URGs Application - Successful - FC2021/09959 $150.19,6/10/2021
30000334,650,URGs Application - Successful - FC2021/09970 $650.00,6/10/2021
30100743,410.15,URGs Application - Successful - FC2021/10010 $410.15,7/10/2021
30103510,650,URGs Application - Successful - FC2021/10020 $650.00,7/10/2021
10015418,650,URGs Application - Successful - FC2021/10024 $650.00,7/10/2021
30033952,650,URGs Application - Successful - FC2021/10263 $650,14/10/2021
30035712,650,URGs Application - Successful - FC2021/10270 $650.00,14/10/2021
30100223,179.21,URGs Application - Successful - FC2021/10275 $179.21,14/10/2021
30087241,650,URGs Application - Successful - FC2021/10283 $650.00,14/10/2021
10020557,650,URGs Application - Successful - FC2021/10446 $650.00,19/10/2021
30000979,111.86,URGs Application - Successful - FC2021/10456 $111.86,19/10/2021
30091110,650,URGs Application - Successful - FC2021/10458 $650.00,19/10/2021
30029106,650,URGs Application - Successful - FC2021/10460 $650.00,19/10/2021
30038605,456.98,URGs Application - Successful - FC2021/10672,26/10/2021
30096989,650,URGs Application - Successful - FC2021/10897,2/11/2021
30004916,470.25,URGs Application - Successful FC2021/10896,2/11/2021
30100743,239.85,URGs Application - Successful - FC2021/10900 $239.85,2/11/2021
10005838,463.21,URGs Application - Successful - FC2021/10919 $463.21,2/11/2021
30029757,242.43,URGs Application - Successful - FC2021/10924 $242.43,2/11/2021
30029272,650,URGs Application - Successful - FC2021/10925 $650.00,2/11/2021
10001774,163.97,URGs Application - Successful - FC2021/10929 $163.97,2/11/2021
30000979,22.1,URGs Application - Successful - FC2021/10933 $22.10,2/11/2021
30026004,650,URGs Application - Successful - FC2021/10934 $650.00,2/11/2021
30083114,562.7,URGs Application - Successful - FC2021/11130 $562.70,9/11/2021
30032257,650,URGs Application - Successful - FC2021/11132 $650.00,9/11/2021
30075663,319.67,URGs Application - Successful - FC2021/11357,15/11/2021
30080896,64.39,URGs Application - Successful - FC2021/11363,15/11/2021
10013859,650,URGs Application - Successful -FC2021/11366,15/11/2021
10001774,425.63,URGs Application - Successful - FC2021/11368,15/11/2021
30059276,379.8,URGs Application - Successful - FC2021/11377 $379.80,16/11/2021
10019573,618,URGs Application - Successful - FC2021/11392 $618.00,16/11/2021
30034851,650,URGs Application - Successful - FC2021/11394 $650.00,16/11/2021
30035554,169.91,URGS Application Successful Letter FC2021/11752,25/11/2021
10010343,161.03,URGS Application Successful Letter FC2021/11769,25/11/2021
10015820,163.4,URGS Application Successful Letter FC2021/11770,25/11/2021
30018041,650,URGS Application Successful Letter FC2021/11775,25/11/2021
30104528,629.98,URGS Application Successful Letter D2021/061065,8/12/2021
10010343,185.66,URGS Application Successful Letter FC2021/12337 $185.66,10/12/2021
10006969,127.24,URGS Application Successful Letter FC2021/12340 $127.24,10/12/2021
30021781,650,URGS Application Successful Letter FC2021/12344 $650.00,10/12/2021
30061928,650,URGS Application Successful Letter FC2021/12514 $650.00,15/12/2021
30100223,26.6,URGS Application Successful Letter FC2021/12517 $26.60,15/12/2021
10019549,173.78,URGS Application Successful Letter FC2021/12518 $173.78,15/12/2021
30055629,650,URGS Application Successful Letter FC2021/12519 $650.00,15/12/2021
30095533,650,URGS Application Successful Letter FC2021/12614 $650.00,16/12/2021
10003784,518.41,URGS Application Successful Letter - FC2021/12814,22/12/2021
30038353,394.8,URGS Application Successful Letter FC2022/00121 $394.80,10/01/2022
30075730,81.53,URGS Application Successful Letter D2022/00122,10/01/2022
30098914,173.19,URGS Application Successful Letter FC2022/00123,10/01/2022
30005066,202,URGS Application Successful Letter FC2022/00126,10/01/2022
10008520,167.22,URGS Application Successful Letter FC2022/00127,10/01/2022
10008520,167.22,URGS Application Successful Letter FC2022/00128 $167.22,10/01/2022
10004698,50.95,URGS Application Successful Letter FC2022/00134,10/01/2022
30021888,175.24,URGS Application Successful Letter - FC2022/00135,10/01/2022
10009950,181.66,URGS Application Successful Letter - FC2022/00339,18/01/2022
30007791,650,URGS Application Successful Letter - FC2022/00341,18/01/2022
30037046,245.19,URGS Application Successful Letter - FC2022/00343,18/01/2022
10009950,169.32,URGS Application Successful Letter FC2022/00666 $169.32,28/01/2022
10004195,190.31,URGS Application Successful Letter FC2022/00668 $190.31,28/01/2022
30083114,87.3,URGS Application Successful Letter - FC2022/00856,3/02/2022
30029931,630.92,URGS Application Successful Letter - FC2022/01114,9/02/2022
30038443,376.41,URGS Application Successful Letter - FC2022/01116,9/02/2022
10018960,650,URGS Application Successful Letter FC2022/01236 650.00,14/02/2022
30103917,650,URGS Application Successful Letter FC2022/01242 $650.00,14/02/2022
10015820,181.15,URGS Application Successful Letter - FC2022/01313,16/02/2022
30100223,40.08,URGS Application Successful Letter FC2022/01325,16/02/2022
10002825,650,URGS Application Successful Letter - FC2022/01329,16/02/2022
30025210,380.27,URGS Application Successful Letter - FC2022/01591,22/02/2022
30101405,650,URGS Application Successful Letter - FC2022/01634,23/02/2022
10019308,439.49,URGS Application Successful Letter FC2022/01639,23/02/2022
10004001,173.67,URGS Application Successful Letter - FC2022/01787,1/03/2022
30023566,507.26,URGS Application Successful Letter - FC2022/01799,1/03/2022
10006969,245.11,URGS Application Successful Letter - FC2022/01805,1/03/2022
10014425,650,URGS Application Successful Letter - FC2022/01806,1/03/2022
30059774,436.38,URGS Application Successful Letter - FC2022/01810,1/03/2022
30038249,203.55,URGS Application Successful Letter - FC2022/02152,9/03/2022
30098502,338.88,URGS Application Successful Letter - FC2022/02159,9/03/2022
10006627,650,URGS Application Successful Letter - FC2022/02226,11/03/2022
10019239,377.47,URGS Application Successful Letter D2021/061065 - FC2022/02449,18/03/2022
30088331,485.33,URGS Application Successful Letter - FC2022/02455,18/03/2022
30054358,260.26,URGS Application Successful Letter - FC2022/02457,18/03/2022
10011290,650,URGS Application Successful Letter - FC2022/02557,22/03/2022
30086357,650,URGS Application Successful Letter - FC2022/02566,22/03/2022
30104905,601.75,URGS Application Successful Letter - FC2022/02786,29/03/2022
30101532,169.61,URGS Application Successful Letter - FC2022/02790,29/03/2022
30004580,650,URGS Application Successful Letter - FC2022/02791,29/03/2022
30101114,437.37,URGS Application Successful Letter - FC2022/02803,29/03/2022
30065160,650,URGS Application Successful Letter - FC2022/02812,29/03/2022
30022440,650,URGS Application Successful Letter - FC2022/02845,30/03/2022
30097063,565.1,URGS Application Successful Letter - FC2022/03169,8/04/2022
30098561,392.69,URGS Application Successful Letter - FC2022/03173,8/04/2022
30098914,291.28,URGS Application Successful Letter - FC2022/03174,8/04/2022
30080896,22.84,URGS Application Successful Letter - FC2022/03177,8/04/2022
30093823,136.14,URGS Application Successful Letter - FC2022/03179,8/04/2022
30033200,162.72,URGS Application Successful Letter - FC2022/03316,12/04/2022
30035138,468.45,URGS Application Successful Letter - FC2022/03317,12/04/2022
10014453,517.09,URGS Application Successful Letter - FC2022/03321,12/04/2022
30099715,126.1,URGS Application Successful Letter - FC2022/03335,13/04/2022
10008520,177.47,URGS Application Successful Letter - FC2022/03336,13/04/2022
30098584,650,URGS Application Successful Letter - FC2022/03337,13/04/2022
30060302,468.76,URGS Application Successful Letter - FC2022/03338,13/04/2022
30090797,650,URGS Application Successful Letter - FC2022/03342,13/04/2022
10010189,192.91,URGS Application Successful Letter - FC2022/03348,13/04/2022
30096606,650,URGS Application Successful Letter - FC2022/03350,13/04/2022
30096605,490.19,URGS Application Successful Letter - FC2022/03362,13/04/2022
30029673,650,URGS Application Successful Letter - FC2022/03365,13/04/2022
30091345,490.08,URGS Application Successful Letter - FC2022/03374,13/04/2022
10005316,650,URGS Application Successful Letter - FC2022/03398 - $650.00,13/04/2022
30019157,239.33,URGS Application Successful Letter FC2022/03400 - $239.33,13/04/2022
10021983,650,URGS Application Successful Letter - FC2022/03746,26/04/2022
30104704,650,URGS Application Successful Letter - FC2022/03771,27/04/2022
10021157,650,URGS Application Successful Letter - FC2022/03775,27/04/2022
10010910,158.4,URGS Application Successful Letter FC2022/03814,27/04/2022
10015820,171.1,URGS Application Successful Letter FC2022/03816,27/04/2022
30100709,650,URGS Application Successful Letter - FC2022/03875,29/04/2022
30099519,650,URGS Application Successful Letter - FC2022/03876,29/04/2022
30100133,268.27,URGS Application Successful Letter - FC2022/03902,29/04/2022
30081601,650,URGS Application Successful Letter - FC2022/03917,2/05/2022
30092214,650,URGS Application Successful Letter - FC2022/03922,2/05/2022
30005066,210.24,URGS Application Successful Letter - FC2022/03931,2/05/2022
30106603,350.84,URGS Application Successful Letter - FC2022/03987,3/05/2022
30098366,261.15,URGS Application Successful Letter - FC2022/03988,3/05/2022
30033849,650,URGS Application Successful Letter - FC2022/03995,3/05/2022
30032390,650,URGS Application Successful Letter - FC2022/03998,3/05/2022
10000302,471.57,URGS Application Successful Letter - FC2022/04000,3/05/2022
30103972,376.4,URGS Application Successful Letter - FC2022/04002,3/05/2022
30101545,650,URGS Application Successful Letter - FC2022/04003,3/05/2022
30077388,367.35,URGS Application Successful Letter - FC2022/04004,3/05/2022
30090640,NULL,URGS Application Successful Letter,3/05/2022
30090640,368.96,URGS Application Successful Letter - FC2022/04078,4/05/2022
30060302,181.24,URGS Application Successful Letter - FC2022/04080,4/05/2022
30022119,207.17,URGS Application Successful Letter - FC2022/04184,6/05/2022
30031792,650,URGS Application Successful Letter - FC2022/04331,10/05/2022
30104231,650,URGS Application Successful Letter - FC2022/04341,10/05/2022
10021167,650,URGS Application Successful Letter - FC2022/04344,10/05/2022
30001997,650,URGS Application Successful Letter - FC2022/04346,10/05/2022
30098145,271.61,URGS Application Successful Letter - FC2022/04347,10/05/2022
30055669,650,URGS Application Successful Letter - FC2022/04360,10/05/2022
30031896,650,URGS Application Successful Letter - FC2022/04387,11/05/2022
10006364,524,URGS Application Successful Letter - FC2022/04390,11/05/2022
30044567,621.16,URGS Application Successful Letter - FC2022/04391,11/05/2022
30108217,555.59,URGS Application Successful Letter - FC2022/04398,11/05/2022
30100134,650,URGS Application Successful Letter - FC2022/04417,11/05/2022
10001092,650,URGS Application Successful Letter - FC2022/04420,11/05/2022
30051829,650,URGS Application Successful Letter - FC2022/04628,17/05/2022
30095818,221.11,URGS Application Successful Letter - FC2022/04637,17/05/2022
30104868,507.88,URGS Application Successful Letter - FC2022/04694,18/05/2022
30095606,650,URGS Application Successful Letter - FC2022/04697,18/05/2022
30107641,281.56,URGS Application Successful Letter - FC2022/04790,20/05/2022
30022776,170.87,URGS Application Successful Letter - FC2022/04814,23/05/2022
30029639,602.2,URGS Application Successful Letter - FC2022/04820,23/05/2022
30097821,427.86,URGS Application Successful Letter - FC2022/04821,23/05/2022
30108192,264.9,URGS Application Successful Letter - FC2022/04962,25/05/2022
30089193,595.07,URGS Application Successful Letter - FC2022/04968,25/05/2022
30005131,137.77,URGS Application Successful Letter - FC2022/05053,26/05/2022
30072495,650,URGS Application Successful Letter- FC2022/05426,3/06/2022
30098115,208.34,URGS Application Successful Letter - FC2022/05431,3/06/2022
30103650,539.65,URGS Application Successful Letter - FC2022/05432,3/06/2022
30103182,249.89,URGS Application Successful Letter - FC2022/05434,3/06/2022
30022576,439.95,URGS Application Successful Letter - FC2022/05487,6/06/2022
30028614,262,URGS Application Successful Letter - FC2022/05490,6/06/2022
30096988,560.01,URGS Application Successful Letter - FC2022/05491,6/06/2022
30020374,650,URGS Application Successful Letter - FC2022/05498,6/06/2022
10010910,118.57,URGS Application Successful Letter - FC2022/05596,7/06/2022
10006969,200.44,URGS Application Successful Letter - FC2022/05599,7/06/2022
30095702,339.41,URGS Application Successful Letter - FC2022/05603,7/06/2022
30036887,650,URGS Application Successful Letter - FC2022/05607,7/06/2022
30104120,153.2,URGS Application Successful Letter (FC2022/05946) $153.20,17/06/2022
30067260,254.76,URGS Application Successful Letter (FC2022/05949) - $254.76,17/06/2022
30031369,650,URGS Application Successful Letter - FC2022/05979,20/06/2022
30082361,650,URGS Application Successful Letter - FC2022/05980,20/06/2022
10001558,650,URGS Application Successful Letter - FC2022/05984,20/06/2022
30070318,650,URGS Application Successful Letter - FC2022/05987,20/06/2022
30092115,650,URGS Application Successful Letter - FC2022/05993,20/06/2022
30023237,650,URGS Application Successful Letter - FC2022/05995,20/06/2022
30025431,650,URGS Application Successful Letter - FC2022/06004,20/06/2022
30033674,650,URGS Application Successful Letter - FC2022/06007,20/06/2022
10005372,234.43,URGS Application Successful Letter - FC2022/06106,22/06/2022
30085800,190.79,URGS Application Successful Letter - FC2022/06108,22/06/2022
30097328,292.03,URGS Application Successful Letter - FC2022/06347,28/06/2022
10021170,125.94,URGS Application Successful Letter - FC2022/06349,28/06/2022
30025463,120.08,URGS Application Successful Letter - FC2022/06371,28/06/2022
30084384,194.95,URGS Application Successful Letter - FC2022/06373,28/06/2022
10021503,282.84,URGS Application Successful Letter - FC2022/06382,28/06/2022
10018022,497.08,URGS Application Successful Letter - FC2022/06385,28/06/2022
10010093,650,URGS Application Successful Letter - FC2022/06459,29/06/2022
10008520,148.04,URGS Application Successful Letter - FC2022/06470,29/06/2022
30083802,650,URGS Application Successful Letter - FC2022/06474,29/06/2022
30066598,650,URGS Application Successful Letter - FC2022/06476,29/06/2022
30099526,217.81,URGS Application Successful Letter - FC2022/06477,29/06/2022
30094760,204.1,URGS Application Successful Letter - FC2022/06824,6/07/2022
30097737,650,URGS Application Successful Letter - FC2022/06825,6/07/2022
30062706,650,URGS Application Successful Letter - FC2022/06835,6/07/2022
30047413,650,URGS Application Successful Letter - FC2022/06837,6/07/2022
30088589,347.58,URGS Application Successful Letter - FC2022/06846,6/07/2022
30097390,444.18,URGS Application Successful Letter - FC2022/06999,8/07/2022
30056588,650,URGS Application Successful Letter - FC2022/07001,8/07/2022
30100100,650,URGS Application Successful Letter - FC2022/07003,8/07/2022
30024221,455.51,URGS Application Successful Letter - FC2022/07005,8/07/2022
30022383,650,URGS Application Successful Letter - FC2022/07102,11/07/2022
30034035,229.06,URGS Application Successful Letter - FC2022/07108,11/07/2022
30104523,598.12,URGS Application Successful Letter FC2022/07543,21/07/2022
30054651,443.15,URGS Application Successful Letter FC2022/07555,21/07/2022
30036883,650,URGS Application Successful Letter FC2022/07561,21/07/2022
30087435,623.36,URGS Application Successful Letter FC2022/07563,21/07/2022
30089666,483.48,URGS Application Successful Letter FC2022/07565,21/07/2022
30097749,650,URGS Application Successful Letter FC2022/07574,21/07/2022
30034094,329.33,URGS Application Successful Letter FC2022/07577,21/07/2022
30032656,597.56,URGS Application Successful Letter FC2022/07579,21/07/2022
30022554,650,URGS Application Successful Letter - FC2022/07731,26/07/2022
30037415,650,URGS Application Successful Letter FC2022/07734,26/07/2022
30038122,181.02,URGS Application Successful Letter FC2022/07736,26/07/2022
30037234,650,URGS Application Successful Letter - FC2022/07739,26/07/2022
10016654,650,URGS Application Successful Letter,26/07/2022
10009576,650,URGS Application Successful Letter - FC2022/07983,1/08/2022
30034094,229.33,URGS Application Successful Letter - FC2022/07986,1/08/2022
30101154,555.78,URGS Application Successful Letter - FC2022/07989,1/08/2022
30062104,621.7,URGS Application Successful Letter - FC2022/07991,1/08/2022
30025449,650,URGS Application Successful Letter - FC2022/07990,1/08/2022
30108413,220.09,URGS Application Successful Letter - FC2022/07998,1/08/2022
10015820,134.35,URGS Application Successful Letter - FC2022/07996,1/08/2022
10021170,138.85,URGS Application Successful Letter - FC2022/08374,8/08/2022
30089221,650,URGS Application Successful Letter - FC2022/08714,15/08/2022
30038234,650,URGS Application Successful Letter - FC2022/08717,15/08/2022
30023381,650,URGS Application Successful Letter - FC2022/08718,15/08/2022
30100050,NULL,URGS Application Successful Letter,15/08/2022
30023272,490.53,URGS Application Successful Letter - FC2022/08724,15/08/2022
30076553,614.1,URGS Application Successful Letter - FC2022/08725,15/08/2022
30022284,NULL,URGS Application Successful Letter,16/08/2022
30021196,650,URGS Application Successful Letter - FC2022/08751,16/08/2022
30099095,434.05,URGS Application Successful Letter - FC2022/08757,16/08/2022
30099097,618.86,URGS Application Successful Letter - FC2022/08763,16/08/2022
30034934,650,URGS Application Successful Letter - FC2022/08766,16/08/2022
30032119,243.92,URGS Application Successful Letter - FC 2022/08767,16/08/2022
30036722,650,URGS Application Successful Letter - FC2022/08770,16/08/2022
10012378,650,URGS Application Successful Letter - FC2022/08772,16/08/2022
30100308,403.47,URGS Application Successful Letter - FC2022/08775,16/08/2022
30108248,65.62,URGS Application Successful Letter - FC2022/08806,17/08/2022
30011244,650,URGS Application Successful Letter - FC2022/09052,23/08/2022
10006969,77.21,URGS Application Successful Letter - FC2022/09053,23/08/2022
30086617,650,URGS Application Successful Letter - FC2022/09056,23/08/2022
30023272,159.47,URGS Application Successful Letter - FC2022/09057,23/08/2022
10015832,612.75,URGS Application Successful Letter - FC2022/09058,23/08/2022
30050877,650,URGS Application Successful Letter - FC2022/09300,29/08/2022
30086846,650,URGS Application Successful Letter - FC2022/09302 $650.00,29/08/2022
30070069,650,URGS Application Successful Letter - FC2022/09306,29/08/2022
30038708,650,URGS Application Successful Letter - FC2022/09310,29/08/2022
30081065,650,URGS Application Successful Letter - FC2022/09313,29/08/2022
30096920,410.72,URGS Application Successful Letter - FC2022/09320,29/08/2022
30039114,650,URGS Application Successful Letter - FC2022/09327,29/08/2022
30095063,650,URGS Application Successful Letter - FC2022/09328,29/08/2022
30090893,NULL,URGS Application Successful Letter,29/08/2022
30090893,NULL,URGS Application Successful Letter,29/08/2022
30032119,250.37,URGS Application Successful Letter - FC2022/09650,6/09/2022
30049120,NULL,URGS Application Successful Letter,6/09/2022
30100587,489.75,URGS Application Successful Letter - FC2022/09656,6/09/2022
10010189,457.09,URGS Application Successful Letter - FC2022/09659,6/09/2022
30037857,650,URGS Application Successful Letter FC2022/09662,6/09/2022
10002771,245.71,URGS Application Successful Letter - FC2022/09663,6/09/2022
30104488,NULL,URGS Application Successful Letter,12/09/2022
10017796,NULL,URGS Application Successful Letter,12/09/2022
30099433,286.91,URGS Application Successful Letter - FC2022/09922,12/09/2022
30010618,NULL,URGS Application Successful Letter,12/09/2022
30097261,650,URGS Application Successful Letter - FC2022/09925,12/09/2022
30081197,149.92,URGS Application Successful Letter - FC2022/09926,12/09/2022
10010910,141.54,URGS Application Successful Letter - FC2022/10198,20/09/2022
30106320,309.04,URGS Application Successful Letter - FC2022/10201,20/09/2022
30107050,NULL,URGS Application Successful Letter,20/09/2022
30028129,650,URGS Application Successful Letter - FC2022/10205,20/09/2022
30026519,650,URGS Application Successful Letter - FC2022/10207,20/09/2022
30025210,73.44,URGS Application Successful Letter - FC2022/10208,20/09/2022
30100827,533.24,URGS Application Successful Letter - FC2022/10210,20/09/2022
30025463,NULL,URGS Application Successful Letter,27/09/2022
30094707,NULL,URGS Application Successful Letter,27/09/2022
30095846,NULL,URGS Application Successful Letter,27/09/2022
10014752,624.24,URGS Application Successful Letter - FC2022/10622,3/10/2022
30096525,650,URGS Application Successful Letter - FC2022/10623,3/10/2022
30101300,650,URGS Application Successful Letter - FC2022/10624,3/10/2022
30038715,182.17,URGS Application Successful Letter,10/10/2022
10008520,NULL,URGS Application Successful Letter,10/10/2022
30037501,314.31,URGS Application Successful Letter - FC2022/10918,10/10/2022
30036585,650,URGS Application Successful Letter - FC2022/10919,10/10/2022
30099618,211.81,URGS Application Successful Letter - FC2022/10920,10/10/2022
30037793,650,URGS Application Successful Letter,11/10/2022
30109236,178.31,URGS Application Successful Letter - FC2022/11334,20/10/2022
30078193,151.79,URGS Application Successful Letter - FC2022/11337,20/10/2022
30096808,418.82,URGS Application Successful Letter - FC2022/11347,20/10/2022
30028047,608.92,URGS Application Successful Letter - FC2022/11348,20/10/2022
30100071,484.25,URGS Application Successful Letter - FC2022/11349,20/10/2022
30102826,417.9,URGS Application Successful Letter - FC2022/11351,20/10/2022
30108331,NULL,URGS Application Successful Letter,25/10/2022
30017941,NULL,URGS Application Successful Letter,25/10/2022
30039034,NULL,URGS Application Successful Letter,25/10/2022
30099350,650,URGS Application Successful Letter - FC2022/11780,1/11/2022
30107769,650,URGS Application Successful Letter - FC2022/11781,1/11/2022
30083792,598.04,URGS Application Successful Letter - FC2022/11782,1/11/2022
30021865,283.41,URGS Application Successful Letter - FC2022/11783,1/11/2022
30107455,412.09,URGS Application Successful Letter - FC2022/11784,1/11/2022
30100848,NULL,URGS Application Successful Letter,1/11/2022
10018022,152.92,URGS Application Successful Letter - FC2022/11832,2/11/2022
30036911,NULL,URGS Application Successful Letter,2/11/2022
30097377,650,URGS Application Successful Letter - FC2022/11839,2/11/2022
10002882,176.27,URGS Application Successful Letter - FC2022/11841,2/11/2022
30079666,650,URGS Application Successful Letter - FC2022/11844,2/11/2022
30104624,NULL,URGS Application Successful Letter,2/11/2022
30038046,650,URGS Application Successful Letter - FC2022/12190,9/11/2022
10017262,294.26,URGS Application Successful Letter - FC2022/12195,9/11/2022
10000926,650,URGS Application Successful Letter - FC2022/12198,9/11/2022
30109221,NULL,URGS Application Successful Letter,14/11/2022
30027394,650,URGS Application Successful Letter - FC2022/12821,23/11/2022
30037218,190.55,URGS Application Successful Letter - FC2022/12823,23/11/2022
30108943,356.28,URGS Application Successful Letter - FC2022/12825,23/11/2022
30028788,NULL,URGS Application Successful Letter,30/11/2022
30021367,NULL,URGS Application Successful Letter,30/11/2022
10002091,NULL,URGS Application Successful Letter,30/11/2022
30095807,650,URGS Application Successful Letter,6/12/2022
10002877,NULL,URGS Application Successful Letter,14/12/2022
30102462,NULL,URGS Application Successful Letter,14/12/2022
30110939,NULL,URGS Application Successful Letter,14/12/2022
